River,Reach,Station,MAX_WL
Seomjin,main_down,8.500,2.900492
Seomjin,main_down,8.000,2.782380
Seomjin,main_down,7.500,2.693525
Seomjin,main_down,7.127,2.595606
Seomjin,main_down,7.000,2.499845
Seomjin,main_down,6.500,2.366306
Seomjin,main_down,6.000,2.214122
Seomjin,main_down,5.500,2.096658
Seomjin,main_down,5.000,1.996600
Seomjin,main_down,4.712,1.924799
Seomjin,main_down,4.500,1.879668
Seomjin,main_down,4.101,1.851223
Seomjin,main_down,4.000,1.796157
Seomjin,main_down,3.500,1.696657
Seomjin,main_down,3.000,1.576665
Seomjin,main_down,2.500,1.484316
Seomjin,main_down,2.192,1.452515
Seomjin,main_down,2.000,1.451287
Seomjin,main_down,1.500,1.448830
Seomjin,main_down,1.000,1.447024
Seomjin,main_down,0.500,1.446242
Seomjin,main_down,0.000,1.441600
Seomjin,main_down,-1.000,1.438643
Seomjin,main_down,-2.000,1.439978
